Title,Latitude,Longitude,Image
"Abraham Lincoln",43.61674661545192, -116.20069430814502
"Confucius Statue",25.6748047,-80.375656
"Ruben Dario Park Statue",25.7693938,-80.356605
"Julia Tuttle statue",25.7734541,-80.185607
"Arturo Prat Statue",25.7774939,-80.1875123
"Jose Marti Statue",25.7967111,-80.1293915
"Simón Bolívar Statue",25.7969499,-80.1301316
"Carl Fisher Monument",25.8259448,-80.1318734
"Toussaint Louverture Memorial Statue",25.83237,-80.196401
"Dr Kathleen Cooper Wright Statue",26.1146425,-80.1400662
"Dr Martin Luther King Jr Memorial",26.3615472,-80.0837454
"Elisha Newton Dimick Statue",26.7057792,-80.0431797
"Henry J. Rolfs Statue",26.7059879,-80.0591373
"Jose Marti Bust",26.7156375,-80.0508996
"Henry M. Flagler Statue",26.7182623,-80.0408074
"Martin Luther King Jr. Landmark Memorial",26.732537,-80.0493549
"Calostimucu (Indian Statue)",26.9351512,-82.0532919
"The monument of Tadeusz Kosciuszko",27.7732637,-82.6373377
"Columbus Statue Park",27.9410483,-82.459519
"John Lennon Statue",27.9525415,-82.4638211
"Kelly Slater statue",28.3265627,-80.6096912
"Simón Bolívar Statue",28.5428309,-81.3708776
"Stephen F. Austin-Munson Historical County Park",29.1504937,-95.4491408
"Sidney Sherman Monument",29.3048519,-94.7737564
"Chief Tomokie Sculpture",29.3553184,-81.08999
"Nolan Ryan Statue",29.4241151,-95.2462032
"Teddy Roosevelt Statue",29.4251261,-98.4860255
"Dr. Martin Luther King Jr. Statue",29.6728871,-95.3579093
"Mahatma Gandhi Monument",29.7211551,-95.3883609
"Dr. Martin Luther King Jr. Monument",29.7213286,-95.3883309
"Samantha Smith Memorial Statue",29.7216039,-95.3909669
"Jose Marti Sculpture",29.7218807,-95.3880445
"Simon Bolivar Sculpture",29.7219546,-95.388188
"Judge Roy Hofheinz Statue",29.7239851,-95.3474567
"Giant Beatles Statues",29.7486321,-95.3552445
"George Bush Monument",29.7649656,-95.3660166
"LBJ Statue",29.8892343,-97.9402936
"Henry M. Flagler Monument",29.8921693,-81.3146485
"Juan Ponce de Leon Memorial",29.8925202,-81.3112343
"Father Pedro Camps Memorial Monument",29.8929826,-81.3126777
"Statue of Ponce de Leon",29.9070167,-81.3143098
"Sophie B. Wright Monument",29.9314931,-90.0743602
"Statue of Jesus",29.9344064,-90.1215993
"Saint Ignatius of Loyola (statue)",29.9357688,-90.1204868
"Margaret Haughery Statue",29.9407007,-90.0721522
"Franklin D. Roosevelt monument",29.9428468,-90.0707148
"Anne Frank Statue",29.9430044,-90.070086
"Henry Clay Monument",29.9482717,-90.0703329
"Statue of Louis Armstrong",29.9542629,-90.0737889
"Simon Bolivar Statue",29.9564505,-90.0731944
"Andrew Jackson Equestrian Statue",29.9574413,-90.0629757
"Joan of Arc, Maid of Orleans",29.9589737,-90.0607007
"Juan Ponce de León Statue",30.116542,-81.3458854
"Andrew Jackson Statue",30.3255315,-81.6597006
"Statue of Pierre LeMoyne Sieur d'Iberville",30.3950177,-88.9011195
"Dr. Martin Luther King Jr. Plaza",30.4145693,-87.2157984
"Crooked Feather, 30-Foot-Tall Indian Head",30.4151357,-88.8351877
"Seimone Augustus Statue",30.4152199,-91.1847767
"Equestrian Statue of General Bernardo de Galvez",30.4164583,-87.2162097
"Bobby Bowden Statue",30.4391862,-84.3056098
"Fred Douglas Lee, Sr. Memorial",30.4478558,-84.2882949
"Ray Charles Statue",30.4693157,-83.6326873
"Worlds Largest Ronald Reagan Statue",30.4774445,-90.0963228
"Marietta Johnson Statue",30.5231237,-87.911802
"George H.W. Bush Statue",30.5970469,-96.3528422
"Ervin Cooper Bronze Sculpture by Mobilian Jo Hess",30.6902111,-88.037493
"Little Gracie Watson",32.0428956,-81.0450469
"Casimir Pulaski Monument",32.0713571,-81.0947956
"William Jasper Monument",32.0735432,-81.0939635
"Gen. Oglethorpe Statue",32.0758196,-81.0931483
"Johnny Mercer Historic Marker",32.0806443,-81.0942131
"Hank Williams Statue",32.380385,-86.3120528
"Robert Smalls Statue",32.4327694,-80.672324
"Albert Patterson Statue",32.4734748,-84.9992563
"Elvis Presley Statue",32.507923,-93.752967
"Eugene Bullard Memorial Statue",32.5919008,-83.5873912
"JFK Memorial",32.7519931,-97.3292357
"William Moultrie Monument",32.7697156,-79.9288959
"General Moultrie Monument",32.7697703,-79.9291273
"Washington Square",32.7770022,-79.9305536
"Marion Square",32.7869083,-79.9357083
"Blacksmith Philip Simmons Statue",32.7958253,-79.9364049
"Denmark Vesey Monument",32.8000129,-79.9552495
"Eddie Kendrick Memorial Park",33.5155521,-86.8105612
"Ronald Reagan Statue",33.6113446,-117.8710369
"Eisenhower Veterans Monument",33.7291778,-96.5864283
"Statue of Thomas E. Watson",33.7493387,-84.3895521
"Statue of Jimmy Carter",33.7493913,-84.3882726
"Henry Grady Statue",33.7555757,-84.3912201
"Dominique Wilkins Statue",33.7565268,-84.3960398
"Mohandas Gandhi Statue",33.7566649,-84.3732388
"Evander Holyfield Statue",33.7567901,-84.3970008
"Rosa Parks Statue: Continuing The Conversation",33.7729273,-84.3951174
"Einstein Statue",33.7750417,-84.3979076
"Sidney Lanier Monument",33.786046,-84.37495
"Robert W. Woodruff Statue",33.7887472,-84.3843535
"Chief Tomochichi Statue",33.7911252,-84.3997237
"Pat Nixon Statue",33.8583392,-118.0680354
"A'ja Wilson Statue",33.9944169,-81.0363265
"Maxcy Monument",33.9982721,-81.028559
"Strom Thurmond Monument",33.9995474,-81.0327778
"Wade Hampton Statue",33.9999332,-81.0322893
"George Washington Statue",34.0007032,-81.0332891
"Matthew J. Perry, Jr. Statue",34.0096381,-81.0417438
"Shaquille O'Neal Statue",34.0434804,-118.2660765
"Wayne Gretzky Statue",34.0435481,-118.2663056
"Magic Johnson Statue",34.0436018,-118.2659094
"Kareem Abdul Jabbar Statue",34.0436399,-118.2658085
"Chick Hearn Statue",34.0437392,-118.2667213
"Statue 'Chiune Sugihara'",34.0479235,-118.2391566
"Beethoven Statue",34.0485737,-118.2525189
"Lincoln Memorial Shrine",34.053766,-117.183461
"Carlos III Statue",34.0563633,-118.2386256
"Felipe de Neve Statue",34.0566281,-118.2389615
"Antonio Aguilar Statue",34.0567289,-118.2377477
"John Wayne Statue",34.0647769,-118.3754187
"Bruce Lee Statue",34.0651007,-118.2374315
"Sun Yat-Sen Statue",34.0653546,-118.2370992
"Fitz-Greene Halleck",34.0659459,-118.201538
"Florence Nightingale Statue",34.0659459,-118.201538
"Haym Solomon Statue",34.0705304,-118.3533207
"Leif Erickson statue",34.1081046,-118.3082899
"Ellen Axson Wilson Statue",34.254941,-85.1733934
"Elvis Presley Homecoming Statue",34.2571137,-88.7011947
"John A. Lejeune Statue",34.6648378,-77.3478739
"Blackbeard The Pirate statue",34.7774038,-76.559695
"Degraffenried Memorial",35.1068195,-77.0386497
"Elvis Statue",35.1399782,-90.0542789
"Hugh McManaway Sculpture",35.1956938,-80.8273233
"Jane Wilkes Statue",35.2062033,-80.8371362
"Dr. Annie Alexander Statue",35.2176109,-80.8326681
"Dr. Martin Luther King, Jr. Statue",35.2193381,-80.8382877
"Statue of Alexander Graham Bell",35.224251,-80.836405
"Dale-Earnhardt-Statue (Kannapolis)",35.4968668,-80.6250479
"Sir Walter Raleigh Statue",35.7737511,-78.640784
"Dolly Parton Statue",35.8677388,-83.5657065
"Charlie Justice Statue",35.9073585,-79.049338
"James B. Duke Statue",36.0013086,-78.9390148
"Washington Duke Statue",36.0050704,-78.9147644
"Benjamin Duke Statue",36.0084323,-78.9146659
"Harold Sterling Vanderbilt Statue",36.1458501,-86.8019968
"Bill Monroe Bluegrass Statue",36.1613098,-86.7788429
"Loretta Lynn Statue",36.1613496,-86.778786
"Andrew Johnson Statue",36.1625869,-82.8295805
"Sam Houston Statue at Hermann Park",36.1650958,-86.784234
"Andrew Johnson Statue",36.1656542,-86.783326
"Alvin York Statue",36.1656714,-86.7829545
"Andrew Jackson Statue",36.1661267,-86.7835447
"Timothy Demonbreun",36.1665471,-86.7764584
"President James Madison Statue",36.1665791,-86.7839179
"Chet Atkins Statue",36.1678723,-86.7824646
"John Wareing Statue",36.845489,-75.9735487
"MacArthur Memorial Museum Jean MacArthur Research Center",36.8471616,-76.2881936
"Grace Sherwood Statue",36.8661347,-76.131818
"Francois Joseph Paul de Grasse Statue",36.928191,-76.0094291
"Mary Jackson Statue",37.0192237,-76.3395166
"Leif Erikson",37.0599177,-76.4878582
"Pocahontas Memorial Statue",37.2087238,-76.7783559
"Washington LAfayette and DeGRasse Statues",37.2385549,-76.508656
"Thomas Jefferson Statue",37.2700503,-76.7113012
"President James Polk Statue",37.2712499,-76.7099547
"Peter Francisco Statue",37.3040549,-77.2875198
"President John Tyler Statue",37.5337264,-77.4563557
"Hunter Holmes McGuire Monument",37.539113,-77.4328661
"Gen. Thomas J. 'Stonewall' Jackson Statue",37.5392825,-77.4331287
"Governor William Smith Statue",37.53942,-77.4333894
"Virginia Washington Monument",37.5395431,-77.4339745
"Statue of Edgar Allan Poe",37.5400011,-77.4343131
"Bust of Oliver Hill",37.5464886,-77.4367285
"Bill 'Bojangles' Robinson Statue",37.5493468,-77.4403809
"AP Hill Statue",37.5841644,-77.4625302
"Thomas Jefferson Statue",38.0360451,-78.5031804
"Henry Clay Monument and Mausoleum",38.0574558,-84.5076255
"John C. Breckinridge Memorial",38.0584289,-84.5082733
"Secretariat Statue",38.0694853,-84.5576152
"Daniel Boone Monument",38.2355108,-85.703644
"Benjamin Franklin statue",38.2442187,-85.7587128
"Mother Catherine Spalding Statue",38.2520611,-85.758942
"Jefferson Monument (Louisville, Kentucky)",38.254393,-85.7594547
"Statue of Carl von Linné",38.257461,-85.7609572
"York Statue",38.2586342,-85.75755
"George Rogers Clark Statue",38.2589816,-85.7578092
"Lincoln Memorial Sculpture",38.2616592,-85.7398045
"Lewis & Clark Statue",38.2759089,-85.7631033
"Zachary Taylor National Cemetery",38.277599,-85.6424295
"Hugh Mercer Statue",38.3042626,-77.4673837
"Harriet Tubman Statue",38.3475376,-75.6030532
"James Madison Statue",38.4372021,-78.8746152
"General Ulysses S. Grant sculpture",38.6273378,-90.1986796
"William Henry Harrison",38.6862932,-87.5241245
"John Milton Statue",38.7759521,-75.3119461
"'Forever Marilyn' Monroe statue by Seward Johnson",38.7840192,-77.0147917
"Edmonson Sisters Sculpture & Historical Marker",38.8045074,-77.0595871
"George Mason Statue",38.8304247,-77.3084104
"Ronald Reagan Statue",38.8494363,-77.0429689
"Major General Phil Kearny statue",38.8799309,-77.0743173
"Thomas Jefferson Memorial",38.8814158,-77.0364657
"Eleanor Roosevelt statue",38.8828219,-77.0421938
"Martin Luther King, Jr. Memorial",38.8862795,-77.0442553
"John Paul Jones Memorial",38.88825,-77.0394667
"Professor Joseph Henry Statue",38.8891596,-77.0259818
"Lincoln Memorial",38.8892686,-77.050176
"Ulysses S. Grant Memorial",38.8897762,-77.012924
"Mary McLeod Bethune Statue",38.8898084,-76.9891606
"General José Gervasio Artigas statue",38.8923115,-77.041487
"Albert Einstein Memorial",38.8924028,-77.0484139
"Sir William Blackstone Statue",38.8925287,-77.0159854
"Taft Memorial Carillon",38.8927554,-77.0110444
"The Liberator Simón Bolívar Memorial",38.8931257,-77.0420081
"Nathanael Greene Statue",38.8935855,-76.9995173
"Major General Winfield Scott Hancock Statue",38.8937155,-77.0222453
"JFK Bronze Statue",38.8939999,-77.0557251
"Abraham Lincoln Statue",38.8950248,-77.0175222
"José de San Martín Monument",38.8950302,-77.0452502
"Major General Rawlins Statue",38.8957102,-77.0437656
"General John J. Pershing Statue",38.8958393,-77.0324776
"Brigadier General Casimir Pulaski Statue, Washington DC",38.8959085,-77.0298945
"Statue of Theodore Roosevelt",38.8974265,-77.063958
"Albert Gallatin Statue (Fraser)",38.8984312,-77.0343012
"Rochambeau Statue",38.8990193,-77.0377193
"General Andrew Jackson Statue",38.8995362,-77.0365439
"General Tadeusz Kościuszko Statue",38.9000219,-77.0353995
"Commodore John Barry Statue",38.9019381,-77.0317057
"Justice WIlliam O Douglas Statue",38.9042055,-77.0595078
"Francis Scott Key Memorial",38.904783,-77.0682353
"Thomas Gallaudet & Alice Cogswell Statue",38.9054864,-76.9951272
"Henry Longfellow Statue",38.905868,-77.0415125
"John Witherspoon Statue",38.9071046,-77.042613
"Daniel Webster Memorial",38.9072443,-77.0372922
"John Carroll Statue",38.9075606,-77.0722829
"John Carroll Statue",38.9076065,-77.0722675
"Jan Karski Statue",38.9087935,-77.0718417
"Equestrian statue of John A. Logan",38.9096486,-77.0296148
"Taras Shevchenko Statue",38.9100694,-77.0489974
"Statue of Goddess Dewi Saraswati",38.9104742,-77.0459691
"Mustafa Kemal Ataturk Statue",38.9117724,-77.0508203
"Eleftherios Venizelos Statue",38.9119715,-77.04974
"Philip Jaisohn Statue",38.9121022,-77.0511753
"Dwight D. Eisenhower statue",38.91217,-97.2108729
"St Jerome the Priest Statue",38.9135328,-77.0522448
"President James Buchanan Statue",38.9196906,-77.0349828
"James Buchanan Memorial",38.9196906,-77.0349828
"Dante Statue",38.9202055,-77.0349734
"Chuck Brown Memorial Park",38.9264177,-76.9777547
"Francis Asbury Statue",38.9276941,-77.0367035
"Saint Mother Theodore Guerin Statue",38.9344286,-77.0011916
"Saint Bernadette Statue",38.9368216,-76.9851811
"Saint Francis and the Turtledoves Statue",38.9374616,-76.9856905
"Statue of Artemas Ward",38.9379347,-77.085917
"Adams Memorial",38.9473905,-77.0103014
"Shine The Light - Ida B Wells Statue",38.9663937,-77.0193275
"Kunta Kinte - Alex Haley Memorial",38.9776255,-76.4869982
"Kunta Kinte",38.9776304,-76.4869975
"Commodore John Barry Memorial",38.9779604,-76.4853772
"Lejeune Statue",38.978895,-76.4840593
"Thurgood Marshall Statue",38.979385,-76.4916965
"Admiral Ben Moreell Statue",38.9799389,-76.4806933
"Statue of Tamanend",38.9822476,-76.484237
"Commander William Lewis Herndon Marker",38.9822958,-76.4858667
"Jim Henson Statue and Memorial Garden",38.98765,-76.945076
"Frederick Douglass Square",38.9881397,-76.9420884
"King Bob Statue",38.9933553,-76.5006137
"Queen Anne Statue",39.0449949,-76.0652498
"John Augustus Roebling Statue",39.0909658,-84.5084134
"Statue of Simon Kenton",39.0910807,-84.5068153
"James Bradley Statue",39.0914682,-84.5055745
"John James Audubon Statue",39.0915495,-84.5040644
"Chief Little Turtle Statue",39.0916756,-84.5042951
"Captain Harry S. Truman Statue",39.0928982,-94.4169363
"Marian A. Spencer Statue",39.0955156,-84.5098797
"Johnny Bench statue",39.0974453,-84.5085214
"Abraham Lincoln and Tad Statue",39.1000129,-94.5779578
"Statue of Abraham Lincoln at Lytle Park",39.1011472,-84.5042973
"William Henry Harrison Ohio's First President Statue",39.1040582,-84.5168971
"Statue of James A. Garfield",39.10449,-84.5140234
"Abraham Lincoln Statue Plaza",39.1606812,-89.4935629
"Walter Sondheim Jr. Statue",39.2537509,-76.712806
"Frederick Douglas Monument",39.2795744,-76.5963458
"Babe's Dream",39.2849441,-76.6207171
"Brooks Robinson Statue",39.2851649,-76.6229449
"Frank Zappa Statue",39.2862609,-76.5667339
"Marquis de Lafayette Statue",39.2972034,-76.6156499
"Washington Monument",39.2975277,-76.6156674
"John Eager Howard Statue",39.2984117,-76.6157254
"Billie Holiday Statue",39.3011803,-76.6320369
"Edgar Allan Poe Statue",39.3056906,-76.6173163
"Harriet Tubman - Thomas Garrett Statue",39.7368097,-75.5527817
"Rodney Square",39.7458049,-75.5471229
"The Aubrey Plaza Plaza",39.7532472,-75.5586921
"President Garfield Statue",39.756532,-75.5413565
"DR JUSTINA L. FORD: The Lady Doctor Statue",39.7587867,-104.973766
"Marian Coffin Gardens at Gibraltar",39.7611414,-75.5743718
"Peyton Manning Statue",39.7613412,-86.162531
